CODIGO,DESCRIPCION,PVP,PVD
POSTE-R2-6.0M-C,"Poste de hierro de 2"" de 6.0 mts. Certificado Retilap. Base de anclaje",714622,576471
POSTE-R3-1.0M-C,"Poste de hierro de 3"" de 1 mt. Certificado Retilap. Base de anclaje de 190x190 m",218151,176134
POSTE-R3-2.0M,"Poste de hierro de 3"" de 2 mts. Base de anclaje de 190x190 mm. Color n",196218,158319
POSTE-R3-2.0M-C,"Poste de hierro de 3"" de 2 mts. Certificado Retilap.Base de anclaje de",313866,253109
POSTE-R3-2.5M,"Poste de hierro de 3"" de 2.5 mts. Base de anclaje de 190x190 mm. Color",221765,179076
POSTE-R3-2.5M-C,"Poste de hierro de 3"" de 2.5 mts. Certificado Retilap.Base de anclaje",444034,357983
POSTE-R3-3.0M,"Poste de hierro de 3"" de 3 mts. Base de anclaje de 190x190 mm. Color n",250178,201785
POSTE-R3-3.0M-C,"Poste de hierro de 3"" de 3.0 mts. Certificado Retilap. Base de anclaje",491008,396218
POSTE-R3-3.5M,"Poste de hierro de 3"" de 3.5 mts. Base de anclaje de 190x190 mm. Color",280420,226555
POSTE-R3-3.5M-C,"Poste de hierro de 3"" de 3.5 mts. Certificado Retilap. Base de anclaje",568151,458403
POSTE-R3-4.0M,"Poste de hierro de 3"" de 4 mts. Base de anclaje de 260x260 mm. Color n",357563,288403
POSTE-R3-4.0M-C,"Poste de hierro de 3"" de 4.0 mts. Certificado Retilap. Base de anclaje",692185,558403
POSTE-R3-4.5M,"Poste de hierro de 3"" de 4.5 mts. Base de anclaje de 260x260 mm. Color",383782,309496
POSTE-R3-4.5M-C,"Poste de hierro de 3"" de 4.5 mts. Certificado Retilap. Base de anclaje de 260x26",643025,518740
POSTE-R3-5.0M,"Poste de hierro de 3"" de 5 mts. Base de anclaje de 260x260 mm. Color n",414622,334538
POSTE-R3-5.0M-C,"Poste de hierro de 3"" de 5.0 mts. Certificado Retilap. Base de anclaje",753697,608067
POSTE-R3-5.5M,"Poste de hierro de 3"" de 5.5 mts. Base de anclaje de 260x260 mm. Color",440252,354958
POSTE-R3-5.5M-C,"Poste de hierro de 3"" de 5.5 mts. Certificado Retilap. Base de anclaje",825798,666303
POSTE-R3-6.0M,"Poste de hierro de 3"" de 6 mts. Base de anclaje de 260x260 mm. Color n",464958,374874
POSTE-R3-6.0M-C,"Poste de hierro de 3"" de 6.0 mts. Certificado Retilap. Base de anclaje",828319,668235
POSTE-R3-B35-6.0M,"Poste de hierro de 3"" de 6 mts. Base de anclaje de 350x350 mm. Color negro.",553025,446303
POSTE-R3-B35-6.0M-C,"Poste de hierro de 3"" de 6 mts. Base de anclaje de 350x350 mm. Color negro. Cert",857059,691597
POSTE-R3-BD-6.0M-C,"Poste de hierro de 3"" de 6.0 mts. Certificado Retilap. Base de anclaje de 260x26",1154958,931429
POSTE-R3-BR-1.0M-C,"Poste de hierro de 3"" de 1 mt con BRIDAS. Certificado. Color negro.",311176,251261
POSTE-R3-BR-2.0M-C,"Poste de hierro de 3"" de 2 mts con BRIDAS. Certificado. Color negro.",407395,328740
POSTE-R3-BS-6.0M-C,"Poste de hierro de 3"" de 6.0 mts. Certificado Retilap. Base de anclaje de 260x26",950336,766891
POSTE-R4-1.0M-C,"Poste de hierro de 4"" de 1 mts. Base de anclaje de 190x190 mm. Color n",357143,287983
POSTE-R4-10M-C,"Poste de hierro de 4"" de 10 mts. Base de anclaje de 260x260 mm. Color",1859160,1499328
POSTE-R4-2.0M,"Poste de hierro de 4"" de 2 mts. Base de anclaje de 190x190 mm. Color n",230168,185630
POSTE-R4-2.0M-C,"Poste de hierro de 4"" de 2 mts. Base de anclaje de 190x190 mm. Color n",429328,346303
POSTE-R4-2.5M,"Poste de hierro de 4"" de 2.5 mts. Base de anclaje de 190x190 mm. Color",261261,210924
POSTE-R4-3.0M,"Poste de hierro de 4"" de 3 mts. Base de anclaje de 190x190 mm. Color n",304622,245882
POSTE-R4-3.0M-C,"Poste de hierro de 4"" de 3 mts. Base de anclaje de 190x190 mm. Color n",606303,488908
POSTE-R4-3.5M,"Poste de hierro de 4"" de 3.5 mts. Base de anclaje de 190x190 mm. Color",338319,272773
POSTE-R4-4.0M,"Poste de hierro de 4"" de 4 mts. Base de anclaje de 260x260 mm. Color n",422437,340672
POSTE-R4-4.0M-C,"Poste de hierro de 4"" de 4 mts. Base de anclaje de 190x190 mm. Color n",701429,566050
POSTE-R4-4.5M,"Poste de hierro de 4"" de 4.5 mts. Base de anclaje de 260x260 mm. Color",456050,367731
POSTE-R4-4.5M-C,"Poste de hierro de 4"" de 4.5 mts. Base de anclaje de 260x260 mm. Color",893697,720924
POSTE-R4-5.0M,"Poste de hierro de 4"" de 5 mts. Base de anclaje de 260x260 mm. Color n",495378,399496
POSTE-R4-5.0M-B1M,"Poste metalico galvanizado de 4"" de 5 mts. Base de anclaje de 260x260",690252,556891
POSTE-R4-5.0M-B2M,"Poste metalico galvanizado de 4"" de 5 mts. Base de anclaje de 260x260",714706,576555
POSTE-R4-5.5M,"Poste de hierro de 4"" de 5.5 mts. Base de anclaje de 260x260 mm. Color",529076,426639
POSTE-R4-5M-G-1B-BK,"Poste en acero al carbî‰¢. 5 metros. 4"" de diç–¥etro. Brazo de 1 m. Galv",903866,712185
POSTE-R4-5M-G-2B-BK,"Poste en acero al carbî‰¢. 5 metros. 4"" de diç–¥etro. Brazo doble 1 m. G",942353,742437
POSTE-R4-5M-G-BK,"Poste en acero al carbî‰¢. 5 metros. 4"" de diç–¥etro. Galvanizado con in",807731,636387
POSTE-R4-6.0M,"Poste de hierro de 4"" de 6 mts. Base de anclaje de 260x260 mm. Color n",554202,446807
POSTE-R4-6.0M-C,"Poste de hierro de 4"" de 6 mts. Base de anclaje de 260x260 mm. Color n",1189244,959328
POSTE-R4-6M-G-1B-BK,"Poste en acero al carbî‰¢. 6 metros. 4"" de diç–¥etro. Brazo de 1 m. Galv",1480840,1166723
POSTE-R4-6M-G-2B-BK,"Poste en acero al carbî‰¢. 6 metros. 4"" de diç–¥etro. Brazo doble 1 m. G",1538487,1212185
POSTE-R4-8M-TA-C,"Poste de hierro tipo Ajuja 4"" de 8 mts. Base de anclaje de 260x260 mm.",1520336,1226050
POSTE-R4-B35-6.0M,"Poste de hierro de 4"" de 6 mts. Base de anclaje de 350x350 mm. Color negro.",661008,533193
POSTE-R4-B35-6.0M-C,"Poste de hierro de 4"" de 6 mts. Base de anclaje de 350x350 mm. Color negro. Cert",1296471,1045546
POSTE-R4-BR-2.0M-C,"Poste de hierro de 4"" de 2 mts con BRIDAS. Certificado. Color negro.",527227,425294
POSTE-R4-BR-4.0M-C,"Poste de hierro de 4"" de 4 mts con BRIDAS. Certificado. Color negro.",872941,704202
POSTE-R6-10M-G-1B-BK,Poste en acero al carbî‰¢. 10 metros. Fabricado en dos secciones de 6 y,2538487,2000000
POSTE-R6-10M-G-2B-BK,Poste en acero al carbî‰¢. 10 metros. Fabricado en dos secciones de 6 y,2596218,2045462
POSTE-R6-3.0M-SB,"Poste de hierro de 6"" de 3.0 mts. Complemento para poste de 6 metros.",1603697,1293361
POSTE-R6-6.0M-C,"Poste de hierro de 6"" de 6.0 mts. Certificado Retilap. Base de anclaje",3052437,2461681
POSTE-R6-8M-G-1B-BK,Poste en acero al carbî‰¢. 8 metros. Fabricado en dos secciones de 6 y,2019244,1590924
POSTE-R6-8M-G-2B-BK,Poste en acero al carbî‰¢. 8 metros. Fabricado en dos secciones de 6 y,2115462,1666723
POSTE-R7-9M,Postes cî‰¢icos de 9 m en lamina HR de 3 mm de espesor de 7.0ãƒ»en la ba,1354370,1067143
POSTE-V,Poste de 1 mt color verde con alcayata y bomba P25..transparente.,346218,272773
PP-120H,Power Pack 120V.,103613,81681
PP24,"Patch Panel 24 ports Angled CAT 6A/ Cat7A  - 19"" - 1U (Sin Jacks) Shie",816807,643613
PP-277H,Power Pack 277V.,103782,81765
P-PANDA,Pantalla panda sin rejilla.,125042,98487
P-PANDA-R,Pantalla panda con rejilla.,240420,189412
P-PANDA-RB,Pantalla panda con rejilla tipo billar.,259664,204622
PR/3/AS,Riel Omega con perforaciones.2 mts,67311,53109
PR-2X4X3,Perfil Ranurado 2X4X3MTS 7/8 CAL 14 GALV,82269,64874
PR-555,Portareflector para 150W,9412,7395
PRD-S,Portareflector doble con sensor de presencia.,46471,36639
P-REG-OLIMPIA,Porta regleta para luminaria OLIMPIA.,5546,4370
PRE-S,Porta reflector escualizable sencillo de intemperie.,6891,5462
PRE-S-150PAR38,Portareflector escualizable sencillo. Incluye bombilla 150PAR38.,20168,15882
PRETO-010108M,Luminaria de sobreponer decorativa 30x30 LED. 50W. 4.000ï½°K. Dim. 0-10V,391765,308571
PRETO-012008M,Luminaria de sobreponer decorativa 30x30 LED. 50W. 4.000ï½°K. 120/277V.,334118,263277
PRETO-1-1000074W,Luminaria de sobreponer decorativa 15x15 cms. LED. 4.000ï½°K. Sin driver,171681,135294
PRETO-1-1014074M,Luminaria de sobreponer decorativa 15x15 LED. 50W. 4.000ï½°K. DALI. Marc,260840,205630
PRETO-1-1014074W,Luminaria de sobreponer decorativa 15x15 cms. LED. 50W. 4.000ï½°K. DALI.,242773,191261
PRETO-2-1000073W,Luminaria de sobreponer decorativa 20x20 cms. LED. 3.000ï½°K. Sin driver,203445,160420
PRETO-2-1000074W,Luminaria de sobreponer decorativa 20x20 cms. LED. 4.000ï½°K. Sin Driver,203445,160420
PRETO-2-1014073M,Luminaria de sobreponer decorativa 20x20 LED. 50W. 3.000ï½°K. DALI. Marc,292605,230504
PRETO-2-1014073W,Luminaria de sobreponer decorativa 20x20 cms. LED. 50W. 3.000ï½°K. DALI.,274370,216387
PRETO-2-1014074M,Luminaria de sobreponer decorativa 20x20 LED. 50W. 4.000ï½°K. DALI. Marc,293025,231092
PRETO-2-1014074W,Luminaria de sobreponer decorativa 20x20 cms. LED. 50W. 4.000ï½°K. DALI.,274370,216387
PRETO-H45-010170-B,Luminaria de Sobreponer Hexagonal. Acrilico opal. LED 50W. 4.000ï½°K. 12,658908,519412
PRETO-H45-010170-M,Luminaria de Sobreponer Hexagonal. Acrilico opal. LED 50W. 4.000ï½°K. 12,708655,558571
PRETO-HEX-010108B,Luminaria de Sobreponer Hexagonal. Acrilico opal. LED 50W. 4.000ï½°K. 12,941345,742101
PRETO-HEX-010108W,Luminaria de Sobreponer Hexagonal. Acrilico opal. LED 50W. 4.000ï½°K. 12,941429,742185
PRETO-HEX-010170B,Luminaria de Sobreponer Hexagonal. Acrilico opal. LED 50W. 4.000ï½°K. 12,693950,546975
PRETO-HEX-011756B,Luminaria de Sobreponer Hexagonal. Acrilico opal. LED 50W. 3.000ï½°K. 12,797731,628824
PRETO-HEX-011770B,Luminaria de Sobreponer Hexagonal. Acrilico opal. LED 50W. 4.000ï½°K. 12,757815,598067
PRETO-HEX-013957B,Luminaria de Sobreponer Hexagonal. Acrilico opal. LED 100W. 4.000ï½°K. 1,931008,733782
PRETO-HEX-021757B,Luminaria de Sobreponer Hexagonal. Acrilico opal. LED 100W. 4.000ï½°K. 1,861765,679496
PRETO-HEX-100W-3K-R,Luminaria de Sobreponer Hexagonal. Acrilico opal. LED 100W. 3.000ï½°K. 1,758740,597983
PRETO-HEX-R-023256B,Luminaria de Sobreponer Hexagonal. Acrilico opal. LED 100W. 4.000ï½°K. 1,1145294,902521
PRETO-LED14-4K,***INACTIVO***,227815,179496
PRG-COMM,Programaciî‰¢ y Comisionning de la red de datos.,21153866,16666723
PRM43141,Interruptor Doble Lunare,9328,7311
PRM44011,Interruptor Sencillo Lunare,6218,4874
PROG-CITY-OC50001015,Programaciî‰¢ sistema City. OC5000101531.,1625798,1280924
PROG-TCC-01,Programacion e Instalacion sistema de Control. TCC Bodega Barranquilla,181008,142605
PROM-001-2013,Promocion 001-2013 6xWPL1012/1014/1024 Negras.,255882,201597
PROM-006-2014-1-BK,Riel Electrico de 2 mts. Negro y 3 Spots PAR30 de LED. de 12W.,327395,257899
PROT-CORR-1218X300,PROT CORR LUMINARIA 2 1220 DISENOS ESPECIALES BBGK 1218 X 300 X 34 6 -,2857,2269
PROY-1000MH-LL,Proyector circular de 1000W. Incl. Bombilla.,1861681,0
PROY-2X65,Proyector fluorescente. 2x65W. Incl. Bombillas.,215462,169748
PRUEBA,Socket fluorescente de seguridad para tubo T5. Marca BJB. PRUEBA,1429,1092
PS032028-021012451W,Luminaria Lineal Especial. 0.60 cms. 20W. 4.000ï½°K. 120-277V.,182269,147059
PS120/240-AC85U,"NetController power supply, with UPS Circuit",1540420,1213697
PSCT+P,Porta Socket con cable tejido y plafon.,34622,27311
PSCT+P-10,Porta socket con cable tejido para 10 bombillas. Incluye base.,467311,368235
PS-E27-BC,Porta socket E27. Incluye base y cable.,67308,53030
P-SF-POWER2,Equipo marca super fox para cerca elé¦—trica referencia P-SF POWER 2,1101261,867647
PS-V150-38,"Plafon de suspender con varilla de 3/8"" x 1.50 mts.",3866,3109
PS-V32T-T5,Porta socket T5 para luminaria V32-T. En lamina 22. Color Blanco.,2269,1765
PT0008,Bala tipo Kardan. para AR111.,48151,37899
PT0008-622003,Bala Redonda tipo Kardan. MH 35W. OSRAM/Philips 3.000ï½°K.,238571,187983
PT0008-632003,Bala Redonda tipo Kardan. MH 70W. OSRAM/Philips 3.000ï½°K.,271261,213782
PT020010000014,Poste metalico poligonal para iluminaciî‰¢. Altura 10 mtrs. Galvanizado en calien,1960168,1544370
PT020010000042,"Poste Metalico Poligonal Para Iluminacion Sin Brazo Altura 8,0m Galvan",1548151,1219748
PT020020100166,Poste metalico poligonal para iluminacion con brazo sencillo tipo gavi,1816471,1431176
PT020020100171,Poste metalico poligonal para iluminacion con brazo doble tipo gaviota,1941933,1530000
PT020091500002,"Plantilla cuadrada 300x300mm para perno 5/8"".",155798,122773
PT0217,SPOT MH 70W/ 150W G-12-BK,148824,117311
PT0217-622012,Spot Redondo MH 35W. OSRAM/GE 3.000ï½°K.,323866,255210
PT0217-622012-U,Spot Redondo MH 35W. OS/GE 3.000ï½°K. Incluye Riel y Union.,368824,290588
PT0217-622022,Spot Redondo MH 35W. OS/OS 3.000ï½°K.,320000,252185
PT0217-622022-U,Spot Redondo MH 35W. OS/OS 3.000ï½°K. Riel y acometi,438571,345546
PT0217-622024,Spot Redondo MH35W.G12. Elect. OS/OS 4.000ï½°K.,321765,253529
PT0217-632012,Spot Redondo MH 70W. OSRAM/GE 3.000ï½°K.,373697,294454
PT0217-632014,Spot Redondo MH 70W. G12. Elect. OS/GE 4.000ï½°K.,362857,285882
PT0217-632022,Reflector tipo Spot. 70W. Metal Halide. Ceram,354874,279664
PT0232-621012,Reflector tipo Spot. 35W. Metal Halide. Ceramico. Advance/Philips 3.00,321429,253277
PT0232-622012,Reflector tipo Spot. 35W. Metal Halide. Ceramico. Osram/Philips 3.000ï½°,340000,267899
PT0232-631012,Reflector para Riel tipo Spot. 70W. Metal Halide. Ceramico. Advance/Ph,366134,288487
PT0232-632012,Reflector tipo Spot.70W.MH. Cera.  OSRAM/GE 3.000ï½°K.,389160,306639
PT0232-G8.5-632012,Reflector 70W. MH. Ceraamico. G8.5 Bal.Elect. OS/GE 3.000ï½°K. 930.,385378,303613
PT050030300001,Poste metalico poligonal para iluminacion con canastilla redonda altur,16490924,12992857
PT144013,Toma corriente doble t americano s/p cpn placa,1933,1513
PT144114B,Zumbador Astral Blanco,9412,7479
PT144120-SB,Interruptor Sencillo 10A/127V. Ultra Basico Blanco.,4202,0
PT144121-SB,Interruptor Doble 10A/127V. Ultra Basico Blanco.,5882,0
PT144122-SB,Interruptor Triple 10A/127V. Ultra Basico Blanco.,8571,6723
PT144123-SB,Interruptor Sencillo Conm. 10A/127V. Ultra Basico Blanco.,4706,0
PT144126-SB,Pulsador de Timbre Sencillo 10A/127V. Ultra Basico Blanco.,4622,0
PT144136SB,Zumbador Ultra Blanco Sin Marco,9664,7647
PT144167B,Placa mas Soporte Ciega Modular Ultra Basico Blanco.,1345,0
PT144321-SB,Toma Doble Integral C.Polo a Tierra 15A/127V Ultra.,4790,3782
PT144322-SB,Toma Telefono Americana Sencilla 4 Hilos. Ultra Basico.,3697,0
PT144324-SB,Salida Coaxial Dencilla Ultra Basica Blanca.,3025,0
PT144351NM,Tapa lisa.,9412,7395
PT144360B,Int. Sencillo 10A/127V Spazio Blanco. V1101,4790,3782
PT144373B,Toma Corriente Doble Integral C/P. T. 15A/127V. Spazio Blanco V13,6134,4874
PT144381B,Zumbador Spazio Blanco-V1828,8992,7143
PT144391B,Tomacorriente Doble Integral GFCI 20A. 125V. Blanco.,26050,20504
PT144414B,INTERRUPTOR SENCILLO 10A/ 127V NOVA BLANCO,15462,12185
PT144414NM,Interruptor sencillo. Negro Mate.,23193,18235
PT144415B,INTERRUPTOR DOBLE SENCILLO NOVA BLANCO.,22353,17647
PT144415NM,Interruptor doble.Negro Mate.,33950,26807
PT144416B,INTERRUPTOR TRIPLE 10A/127V NOVA BLANCO,31261,24622
PT144416NM,Interruptor triple. Negro Mate.,47395,37395
PT144417B,INTERRUPTOR SENCILLO CONM 10A/ 127V NOVA BLANCO,17143,13529
PT144417N,INTERRUPTOR SENCILLO CONM 10ï½ª/127V NOVA NM,28571,22521
PT144417NM,Interruptor sencillo conmutable. Negro Mate.,25966,20420
PT144418B,INTERRUPTOR DOBLE CONM 10A/ 127V NOVA BLANCO,26387,20756
PT144418N,Interruptor doble conm 10a/127v nova negro mate,25798,20336
PT144418NM,INTERRUPTOR DOBLE CONMUTABLE NOVA NEGRO MATE.,48992,38571
PT144419B,INTERRUPTOR TRIPLE CONM 10A/ 127V NOVA BLANCO,37479,29496
PT144419NM,Interruptor triple conm 10ï½ª/127V Nova negro,52185,41092
PT144420B,PULSADOR TIMBRE SENCILLO 10A/ 127V NOVA BLANCO,16975,13361
PT144425NM,INTERRUPTOR + TOMACTE 10A/127V NOVA NEGRO MATE.,45042,35462
PT144429B,TOMA CORRIENTE DOBLE INTEGRAL 15A/127V NOVA BLANCO,18908,14874
PT144429NM,Tomacorriente doble P/T. 15A. Negro Mate.,28403,22353
PT144433NM,Toma telé¦­ono doble nova negro mate,32857,25882
PT144436B,Salida cordî‰¢ nova Blanco.,11261,8824
PT144437NM,Dimmer Sencillo Nova Negro Mate,78992,62269
PT144438B,ZUMBADOR NOVA BLANCO,35546,27983
PT144440B,SALIDA DATOS SENCILLA NOVA CAT.6 BLANCA,47479,37479
PT144440N,Salida datos sencilla cat.6 nova negro mate,100000,78739
PT144441NM,Salida Datos Doble CAT.6 Nova Negro Mate,120336,94790
PT144443B,TOMA CORRIENTE DOBLE GFCI 20ï½ª 125V NOVA BLANCO,83193,65546
PT144443NM,Tomacorriente doble P/T GFCI 20ï½ª. Negro Mate.,102689,80924
PT1444443NM,TOMA DOBLE GFCI 20A 125V NOVA NEGRO MATE,99916,78739
PT144444NM,Tomacorriente doble 15a 125v + 2 usb 4.2a nova negro mate.,151765,119580
PT144445NM,PLACA CIEGA MAS SOPORTE NOVA NEGRO MATE,14034,11092
PT2728,Kardan 2 luces sencillo gu10 negro micro texturizado,152017,119832
PT2729,Kardan 1 luz sencillo gu10 negro micro texturizado,80924,63782
PT2758,Kardan 1 par 30 negro micro texturizado,133109,104874
PT3409,Kardan mini inc sencilla GU10 8.5x8.5cm negro microtexturizado.,58739,46303
PT344001,"Tomacorriente 3 Polos 2x4"" 50A/250V.",8319,0
PT349342,Breaker Enchufable 1P 20A. NDQL.,18487,14622
PT349349,Breaker Enchufable 2P 30A. NDQL.,26891,21261
PT349351,Breaker Enchufable 2P 50A. NDQL.,13950,0
PT444307,Plafon 4 1/2 Porcelana.,1513,1261
PT752301,Timbre Ding-Dong 110V. 60Hz.,16050,12689
PT850305,Terminales tipo aguja 2 AWG.,29076,22941
PT850308,Terminales de ojo (cobre) 2 AWG.,7731,6050
PT850309,Terminales conexiî‰¢ Al/Cu 1/0 AWG,22773,17899
PT946320,Cable Tel. Rollo de 100 mts. 2 Pares. Marfil.,22521,17731
PT-BLS20W-6K,Bala de Led de Sobreponer. 20W. 6K.,124370,97983
PTDM,Placa Toma Doble Metalica.,672,504
PUENTE-T8,Puente para socket fluorescente,84,84
PUENTE-TLED,Puente para socket con Starter para instalacion Tubo LED.,1008,840
PUERTA-600X700,Puerta de 600x700 mm. Con chapas y bisagras.,482101,388655
PUERTA-M-C,Puerta con marco y chapa.,198824,156639
PULIDORA-DWE4010,Pulidora Dewalt Pequeîƒ Profe 5/8 700W 6.3AMP DWE4010,412521,325042
PUNTA-2,"Punta taladro electrico 2"" estrella Unidad",4454,3529
PUNTA-ES-2,Punta Para destornillador de estrella #2.,4706,3697
PUNTA-PLASMA,Punta de corte para PLASMA.,81261,64034
PV025,Panel Solar de 250W. Mono Cristal. Marca Hyundai.,5384622,4242437
PWC-22002,Suministro e Instalacion de Luminarias proyecto PWC. Orden de compra 2,3499580,2757227
PWC-22003,Suministro e Instalacion de Luminarias proyecto PWC. Orden de compra 2,1560252,1229328
PWM-60-12V,Transformador para cinta led 60W 12V.  Dim.0-10V. 90-305V. Marca Meanw,348151,274286
PWM-90-12V,Transformador para cinta led 90W 12V.  Dim.0-10V. 90-305V. Marca Meanw,381681,300756
PWM-90-24,Driver LED salida de 24V. 90W. 0-10V. IP67.,377899,297731
PX-0144-NEG,"Proyector MINIMAL IP65 LED 5.7W, 3000K. INC DRIVER",224958,177227
PX-2BRL-GWH-I01,Control alambrico tipo PICO.,150420,118487
Q1000T3,Bombilla 1000W. Tubular. 220V.,109916,86639
QP3-1PL-100-240,Procesador para sistema Quantum de Lutron.,10061008,7926807
QSE-CI-NWK-E,Grafik Eye QS. Interface para PC o AV Digital. TCP/IP o RS232.,1568487,1235798
QSGRJ-3P-W,Graffik Eye 3 circuitos. Marca Lutron.,2379160,1874538
QSL-BMS-PKG,Quantum software building pack.,13081092,10306303
QSM2-4W-C,Modulo de sensor QS. 400 mA 434MHz. Entrada cableada e inalambrica.,423613,333782
QSN-1ECO-S,Panel de control para conexion de sensores y atenuacion. EcoSystem.,1343950,1058908
QSN-2ECO-S,Panel de control para conexion de sensores y atenuacion. 2 circuitos.,1954202,1539664
QSN-4S16-S,Panel de conmutacion de 4 zonas.,1280252,1008655
QSW-BAC-PP-A,Interfase de comunicacion BACNET. Lutron.,1187227,935378
QSW-GG-PP-A,Software para Green Lance,1615462,1272773
QSW-L-PP-A,Software para manejo control de Iluminacion.,1978655,1558992
QSWS2-3BN-WH-EGN,Interruptor de 3 botones con tapa decorativa.,624538,492017
QSWS2-5BI-WH-EGN,Botonera de 5. Color Blanca.,640000,504202
QSWS2-7BN-W,Botonera 7 circuitos. Marca Lutron.,514454,405378
QSWS2-7BN-WH-EGN,Interruptor de 7 botones con tapa decorativa,647815,510420
QUATTRO-HD-KNX,Detector de presencia KNX DualTech 360ï½º con regulaciî‰¢ constante de lu,730588,575630
QUIR-INS-1000102024,Instalaciî‰¢ de Luminarias Quirofanos,1034706,834874
QUIROFANO,Suministro.,22078235,17394958
R0800-000,Panel de Inserciî‰¢ GM para 8 Relé§¸ NO INCLUYE RELï¾‰S,1108151,873109
R08TC-100,"Gabinete GM  8 Relé§¸ de Sobreponer, Puerta y llave Nema 1",2191176,1726387
R1000-720710,Reflector rectangular metal halide 1000W. CWA. Incl. Bombilla GE.,757731,597059
R1000-721201,Reflector de Exterior 1000W. MH. Advance/Philips.,702689,553529
R1000HPS-LL,Reflector de extrior. Sodio 1000W. CWA. MT. Incl. Bombilla.,1039916,819580
R1000MHCWA-LL,Reflector de 1000W. Metal Halide CWA. Incl. Bombilla.,746975,588655
R1000-NW,Chasis reflector importado MH1000. Inyectado en aluminio.,197143,155294
R150/C4HPS-LL,Reflector de sodio 150W. 220V. Incl. Bombilla.,192689,151849
R-1500,Chasis reflector 1500W. sin tubo,64118,50588
R-1500-LL,Reflector de exterior halogeno.1500W.Incluye bombilla,50840,40084
R-150MH,Chasis Reflector Inyectado en aluminio.M,63529,50084
R150MH-120V-LL,Reflector de exterior. MH 150W. Incluye bombilla.,537815,0
R150MH-220V,Reflector de exterior 150W Metal Halide 208/220V.,136050,107227
R150MH-E27,Reflector para MH con rosca E27,78487,61849
R150MH-FUND,Proyector mini para MH150.Fundido.,105798,83361
R150NW-LL,Reflector de Exterior. Metal Halide 150W.220V.Incluye Bombilla.,157395,124034
R160-E27,Reflector Luz mixta 160W. E27.,27731,21849
R1612,Perfil aluminio con difusor opal 16x12mm sin aleta,23782,18739
R175MH-220V,Reflector de metal halide 175W. 208/220V. Incluye parte electrica.,172521,135882
R175MHCWA-LL,Reflector de exterior. 175W. MH. CWA. Incl. Bombilla.,222353,175294
R1WL2T51C24,Luminaria de empotrar 2x54W. T5. Directa/Indirecta.,532521,419580
R1WL-404405,Luminaria R1. 2x54W. Cooper Lighting. Lutron/Philips 4.100ï½°K.,661345,521092
R1WL-404505,Luminaria R1. 2x54W. Cooper Lighting. Lutron ES/Philips 4.100ï½°K.,715546,563782
R220AC14P,Relevo 220VAC- 14 Pines,8824,6975
R250/220V,Reflector de exterior 250W. 220V.,165630,130588
R250-840200,Reflector de exterior 250W.KIt new LIghting.sin bombilla.,157731,124286
R250BMHMTLL,Reflector de exterior metal halide 250W. CWA. MT. Inc. Bombilla. Color,253782,200000
R250-FUND-LL,Reflector fundido 250W. Incluye Kit y bombillo.,347311,273697
R250HPS-LL,Reflector de Exterior. Sodio 250W. 220V. Incl. Bombilla.,192353,151513
R250MH-IN,Reflector de exterior. 250W. metal halide. 208/220V. Inadisa.,160588,126555
R250MH-LL,Reflector de Exterior. 250W. MH. 208/220V. Incl. Bombilla.,217059,171008
R250MH-LLCR,Reflector de exterior. Metal halide 250W. 208/220V. Incl. Bombilla. CR,278151,219160
R250MHMT-LL,Reflector de 250W. MH. MT. Inc. Bombilla,331597,261261
R250MH-NWLL-B,Reflector de exterior. Metal halide 250W. 220V. Inc. Bombilla. Color B,159496,125714
R250-NWLL,Reflector de Exterior. Metal Halide 250W. Incl. Bombilla.,209916,165462
R-250SC-NW,Chasis reflector sin cofre Max 400W.Sock,45462,35798
R3,Aviso de Salida y Luminaria de Emergencia.,76807,60504
R400-105W,Reflector de exterior. Incluye Bombilla fluorescente 105W. 220V.,126555,99748
R400-150HPS-LL,Reflector de exterior sodio 150W. 220V. Incl. Bombilla.,165378,130336
R400-652401,Reflector de exterior. Metal Halide 150W. Inadisa/Philips. 208/220V.,186723,147059
R400-670200,Reflector de exterior. Metal Halide 250W. 220V.,165630,130588
R400-670201,Reflector de exterior de 250 MH con balasto 208/220 V y bombilla PHILI,210084,165630
R400-670210,Reflector de exterior. Metal halide 250W. 220V. Bombilla GE,208235,164034
R400-670710,Reflector de exterior. Metal halide 250W CWA .Keystone. Bombilla GE.,296975,234034
R400-671210,Reflector de Exterior. 250W. MH. CWA. Advance/GE.,289664,228319
R400-672610,Reflector de Exterior. 250W. Metal Halide. CWA. Incl. Bombilla. GE.,275714,217311
R400-710200,Reflector Metal Halide 400W. Kit New Lighting. sin bombillo.,165294,130252
R400-710210,Reflector de exterior 400W. M.H. 208/220/240V. Bombilla GE.,241261,190000
R400-710235,Reflector de exterior 400W. M.H. 208/220/240V. Bombilla SY.,222269,175210
R400-710299,REflector Metal Halide 400W. Kit New Lighting.incluye bombillo.,221681,174706
R400-710700,Reflector de exterior. MH. 400W. CWA. Incl. Sin bombillo.,275294,216975
R400-710710,Reflector de exterior. MH. 400W. CWA. Incl. Bombilla. GE.,349580,275462
R400-711201,Reflector de Exterior. MH 400W. CWA. Advance/Philips 4100K.,355378,280084
R400-712400,Reflector de exterior. Metal Halide 400W. 208/220V. Sin Bombilla.,163782,129076
